captured_kst,language,positive,negative,total,positive_ratio
2026-06-20 16:05:08,thai,6,0,6,1.0
2026-06-20 16:05:08,brazilian,4,0,4,1.0
2026-06-20 16:05:08,french,4,0,4,1.0
2026-06-20 16:05:08,latam,3,0,3,1.0
2026-06-20 16:05:08,turkish,3,0,3,1.0
2026-06-20 16:05:08,german,3,0,3,1.0
2026-06-20 16:05:08,spanish,2,1,3,0.6667
2026-06-20 16:05:08,ukrainian,2,0,2,1.0
2026-06-20 16:05:08,japanese,2,0,2,1.0
2026-06-20 16:05:08,vietnamese,0,1,1,0.0
2026-06-20 16:05:08,polish,1,0,1,1.0
2026-06-20 16:05:08,hungarian,1,0,1,1.0
2026-06-20 16:05:08,italian,1,0,1,1.0
2026-06-20 16:05:08,portuguese,1,0,1,1.0
2026-06-20 16:35:06,collected_all,355,138,493,0.7201
2026-06-20 16:35:06,steam_total,364,143,507,0.7179
2026-06-20 16:35:06,deleted_count,,,1,
2026-06-20 16:35:06,schinese,127,98,225,0.5644
2026-06-20 16:35:06,english,106,6,112,0.9464
2026-06-20 16:35:06,koreana,56,13,69,0.8116
2026-06-20 16:35:06,tchinese,25,18,43,0.5814
2026-06-20 16:35:06,russian,8,1,9,0.8889
2026-06-20 16:35:06,thai,6,0,6,1.0
2026-06-20 16:35:06,brazilian,4,0,4,1.0
2026-06-20 16:35:06,french,4,0,4,1.0
2026-06-20 16:35:06,latam,3,0,3,1.0
2026-06-20 16:35:06,turkish,3,0,3,1.0
2026-06-20 16:35:06,german,3,0,3,1.0
2026-06-20 16:35:06,spanish,2,1,3,0.6667
2026-06-20 16:35:06,ukrainian,2,0,2,1.0
2026-06-20 16:35:06,japanese,2,0,2,1.0
2026-06-20 16:35:06,vietnamese,0,1,1,0.0
2026-06-20 16:35:06,polish,1,0,1,1.0
2026-06-20 16:35:06,hungarian,1,0,1,1.0
2026-06-20 16:35:06,italian,1,0,1,1.0
2026-06-20 16:35:06,portuguese,1,0,1,1.0
2026-06-20 17:05:09,collected_all,366,143,509,0.7191
2026-06-20 17:05:09,steam_total,364,143,507,0.7179
2026-06-20 17:05:09,deleted_count,,,1,
2026-06-20 17:05:09,schinese,131,102,233,0.5622
2026-06-20 17:05:09,english,110,6,116,0.9483
2026-06-20 17:05:09,koreana,56,13,69,0.8116
2026-06-20 17:05:09,tchinese,27,19,46,0.587
2026-06-20 17:05:09,russian,8,1,9,0.8889
2026-06-20 17:05:09,thai,6,0,6,1.0
2026-06-20 17:05:09,brazilian,4,0,4,1.0
2026-06-20 17:05:09,french,4,0,4,1.0
2026-06-20 17:05:09,latam,3,0,3,1.0
2026-06-20 17:05:09,turkish,3,0,3,1.0
2026-06-20 17:05:09,german,3,0,3,1.0
2026-06-20 17:05:09,spanish,2,1,3,0.6667
2026-06-20 17:05:09,japanese,3,0,3,1.0
2026-06-20 17:05:09,ukrainian,2,0,2,1.0
2026-06-20 17:05:09,vietnamese,0,1,1,0.0
2026-06-20 17:05:09,polish,1,0,1,1.0
2026-06-20 17:05:09,hungarian,1,0,1,1.0
2026-06-20 17:05:09,italian,1,0,1,1.0
2026-06-20 17:05:09,portuguese,1,0,1,1.0
2026-06-20 17:35:07,collected_all,366,143,509,0.7191
2026-06-20 17:35:07,steam_total,375,145,520,0.7212
2026-06-20 17:35:07,deleted_count,,,1,
2026-06-20 17:35:07,schinese,131,102,233,0.5622
2026-06-20 17:35:07,english,110,6,116,0.9483
2026-06-20 17:35:07,koreana,56,13,69,0.8116
2026-06-20 17:35:07,tchinese,27,19,46,0.587
2026-06-20 17:35:07,russian,8,1,9,0.8889
2026-06-20 17:35:07,thai,6,0,6,1.0
2026-06-20 17:35:07,brazilian,4,0,4,1.0
2026-06-20 17:35:07,french,4,0,4,1.0
2026-06-20 17:35:07,latam,3,0,3,1.0
2026-06-20 17:35:07,turkish,3,0,3,1.0
2026-06-20 17:35:07,german,3,0,3,1.0
2026-06-20 17:35:07,spanish,2,1,3,0.6667
2026-06-20 17:35:07,japanese,3,0,3,1.0
2026-06-20 17:35:07,ukrainian,2,0,2,1.0
2026-06-20 17:35:07,vietnamese,0,1,1,0.0
2026-06-20 17:35:07,polish,1,0,1,1.0
2026-06-20 17:35:07,hungarian,1,0,1,1.0
2026-06-20 17:35:07,italian,1,0,1,1.0
2026-06-20 17:35:07,portuguese,1,0,1,1.0
2026-06-20 18:05:08,collected_all,378,145,523,0.7228
2026-06-20 18:05:08,steam_total,375,145,520,0.7212
2026-06-20 18:05:08,deleted_count,,,2,
2026-06-20 18:05:08,schinese,139,103,242,0.5744
2026-06-20 18:05:08,english,110,6,116,0.9483
2026-06-20 18:05:08,koreana,59,14,73,0.8082
2026-06-20 18:05:08,tchinese,27,19,46,0.587
2026-06-20 18:05:08,russian,8,1,9,0.8889
2026-06-20 18:05:08,thai,6,0,6,1.0
2026-06-20 18:05:08,brazilian,4,0,4,1.0
2026-06-20 18:05:08,french,4,0,4,1.0
2026-06-20 18:05:08,german,4,0,4,1.0
2026-06-20 18:05:08,latam,3,0,3,1.0
2026-06-20 18:05:08,turkish,3,0,3,1.0
2026-06-20 18:05:08,spanish,2,1,3,0.6667
2026-06-20 18:05:08,japanese,3,0,3,1.0
2026-06-20 18:05:08,ukrainian,2,0,2,1.0
2026-06-20 18:05:08,vietnamese,0,1,1,0.0
2026-06-20 18:05:08,polish,1,0,1,1.0
2026-06-20 18:05:08,hungarian,1,0,1,1.0
2026-06-20 18:05:08,italian,1,0,1,1.0
2026-06-20 18:05:08,portuguese,1,0,1,1.0
2026-06-20 18:35:07,collected_all,377,146,523,0.7208
2026-06-20 18:35:07,steam_total,381,147,528,0.7216
2026-06-20 18:35:07,deleted_count,,,2,
2026-06-20 18:35:07,schinese,138,104,242,0.5702
2026-06-20 18:35:07,english,110,6,116,0.9483
2026-06-20 18:35:07,koreana,59,14,73,0.8082
2026-06-20 18:35:07,tchinese,27,19,46,0.587
2026-06-20 18:35:07,russian,8,1,9,0.8889
2026-06-20 18:35:07,thai,6,0,6,1.0
2026-06-20 18:35:07,brazilian,4,0,4,1.0
2026-06-20 18:35:07,french,4,0,4,1.0
2026-06-20 18:35:07,german,4,0,4,1.0
2026-06-20 18:35:07,latam,3,0,3,1.0
2026-06-20 18:35:07,turkish,3,0,3,1.0
2026-06-20 18:35:07,spanish,2,1,3,0.6667
2026-06-20 18:35:07,japanese,3,0,3,1.0
2026-06-20 18:35:07,ukrainian,2,0,2,1.0
2026-06-20 18:35:07,vietnamese,0,1,1,0.0
2026-06-20 18:35:07,polish,1,0,1,1.0
2026-06-20 18:35:07,hungarian,1,0,1,1.0
2026-06-20 18:35:07,italian,1,0,1,1.0
2026-06-20 18:35:07,portuguese,1,0,1,1.0
2026-06-20 19:05:07,collected_all,385,151,536,0.7183
2026-06-20 19:05:07,steam_total,381,147,528,0.7216
2026-06-20 19:05:07,deleted_count,,,2,
2026-06-20 19:05:07,schinese,144,106,250,0.576
2026-06-20 19:05:07,english,111,9,120,0.925
2026-06-20 19:05:07,koreana,60,14,74,0.8108
2026-06-20 19:05:07,tchinese,27,19,46,0.587
2026-06-20 19:05:07,russian,8,1,9,0.8889
2026-06-20 19:05:07,thai,6,0,6,1.0
2026-06-20 19:05:07,brazilian,4,0,4,1.0
2026-06-20 19:05:07,french,4,0,4,1.0
2026-06-20 19:05:07,german,4,0,4,1.0
2026-06-20 19:05:07,latam,3,0,3,1.0
2026-06-20 19:05:07,turkish,3,0,3,1.0
2026-06-20 19:05:07,spanish,2,1,3,0.6667
2026-06-20 19:05:07,japanese,3,0,3,1.0
2026-06-20 19:05:07,ukrainian,2,0,2,1.0
2026-06-20 19:05:07,vietnamese,0,1,1,0.0
2026-06-20 19:05:07,polish,1,0,1,1.0
2026-06-20 19:05:07,hungarian,1,0,1,1.0
2026-06-20 19:05:07,italian,1,0,1,1.0
2026-06-20 19:05:07,portuguese,1,0,1,1.0
2026-06-20 19:35:09,collected_all,385,151,536,0.7183
2026-06-20 19:35:09,steam_total,387,152,539,0.718
2026-06-20 19:35:09,deleted_count,,,2,
2026-06-20 19:35:09,schinese,144,106,250,0.576
2026-06-20 19:35:09,english,111,9,120,0.925
2026-06-20 19:35:09,koreana,60,14,74,0.8108
2026-06-20 19:35:09,tchinese,27,19,46,0.587
2026-06-20 19:35:09,russian,8,1,9,0.8889
2026-06-20 19:35:09,thai,6,0,6,1.0
2026-06-20 19:35:09,brazilian,4,0,4,1.0
2026-06-20 19:35:09,french,4,0,4,1.0
2026-06-20 19:35:09,german,4,0,4,1.0
2026-06-20 19:35:09,latam,3,0,3,1.0
2026-06-20 19:35:09,turkish,3,0,3,1.0
2026-06-20 19:35:09,spanish,2,1,3,0.6667
2026-06-20 19:35:09,japanese,3,0,3,1.0
2026-06-20 19:35:09,ukrainian,2,0,2,1.0
2026-06-20 19:35:09,vietnamese,0,1,1,0.0
2026-06-20 19:35:09,polish,1,0,1,1.0
2026-06-20 19:35:09,hungarian,1,0,1,1.0
2026-06-20 19:35:09,italian,1,0,1,1.0
2026-06-20 19:35:09,portuguese,1,0,1,1.0
2026-06-20 20:05:07,collected_all,391,152,543,0.7201
2026-06-20 20:05:07,steam_total,387,152,539,0.718
2026-06-20 20:05:07,deleted_count,,,2,
2026-06-20 20:05:07,schinese,146,106,252,0.5794
2026-06-20 20:05:07,english,112,10,122,0.918
2026-06-20 20:05:07,koreana,61,14,75,0.8133
2026-06-20 20:05:07,tchinese,28,19,47,0.5957
2026-06-20 20:05:07,russian,8,1,9,0.8889
2026-06-20 20:05:07,thai,6,0,6,1.0
2026-06-20 20:05:07,brazilian,5,0,5,1.0
2026-06-20 20:05:07,french,4,0,4,1.0
2026-06-20 20:05:07,german,4,0,4,1.0
2026-06-20 20:05:07,latam,3,0,3,1.0
2026-06-20 20:05:07,turkish,3,0,3,1.0
2026-06-20 20:05:07,spanish,2,1,3,0.6667
2026-06-20 20:05:07,japanese,3,0,3,1.0
2026-06-20 20:05:07,ukrainian,2,0,2,1.0
2026-06-20 20:05:07,vietnamese,0,1,1,0.0
2026-06-20 20:05:07,polish,1,0,1,1.0
2026-06-20 20:05:07,hungarian,1,0,1,1.0
2026-06-20 20:05:07,italian,1,0,1,1.0
2026-06-20 20:05:07,portuguese,1,0,1,1.0
2026-06-20 20:35:07,collected_all,391,152,543,0.7201
2026-06-20 20:35:07,steam_total,398,155,553,0.7197
2026-06-20 20:35:07,deleted_count,,,2,
2026-06-20 20:35:07,schinese,146,106,252,0.5794
2026-06-20 20:35:07,english,112,10,122,0.918
2026-06-20 20:35:07,koreana,61,14,75,0.8133
2026-06-20 20:35:07,tchinese,28,19,47,0.5957
2026-06-20 20:35:07,russian,8,1,9,0.8889
2026-06-20 20:35:07,thai,6,0,6,1.0
2026-06-20 20:35:07,brazilian,5,0,5,1.0
2026-06-20 20:35:07,french,4,0,4,1.0
2026-06-20 20:35:07,german,4,0,4,1.0
2026-06-20 20:35:07,latam,3,0,3,1.0
2026-06-20 20:35:07,turkish,3,0,3,1.0
2026-06-20 20:35:07,spanish,2,1,3,0.6667
2026-06-20 20:35:07,japanese,3,0,3,1.0
2026-06-20 20:35:07,ukrainian,2,0,2,1.0
2026-06-20 20:35:07,vietnamese,0,1,1,0.0
2026-06-20 20:35:07,polish,1,0,1,1.0
2026-06-20 20:35:07,hungarian,1,0,1,1.0
2026-06-20 20:35:07,italian,1,0,1,1.0
2026-06-20 20:35:07,portuguese,1,0,1,1.0
2026-06-20 21:05:09,collected_all,405,156,561,0.7219
2026-06-20 21:05:09,steam_total,398,155,553,0.7197
2026-06-20 21:05:09,deleted_count,,,2,
2026-06-20 21:05:09,schinese,154,107,261,0.59
2026-06-20 21:05:09,english,114,11,125,0.912
2026-06-20 21:05:09,koreana,63,15,78,0.8077
2026-06-20 21:05:09,tchinese,28,19,47,0.5957
2026-06-20 21:05:09,russian,8,1,9,0.8889
2026-06-20 21:05:09,thai,7,0,7,1.0
2026-06-20 21:05:09,brazilian,5,0,5,1.0
2026-06-20 21:05:09,japanese,4,1,5,0.8
2026-06-20 21:05:09,french,4,0,4,1.0
2026-06-20 21:05:09,german,4,0,4,1.0
2026-06-20 21:05:09,latam,3,0,3,1.0
2026-06-20 21:05:09,turkish,3,0,3,1.0
2026-06-20 21:05:09,spanish,2,1,3,0.6667
2026-06-20 21:05:09,ukrainian,2,0,2,1.0
2026-06-20 21:05:09,vietnamese,0,1,1,0.0
2026-06-20 21:05:09,polish,1,0,1,1.0
2026-06-20 21:05:09,hungarian,1,0,1,1.0
2026-06-20 21:05:09,italian,1,0,1,1.0
2026-06-20 21:05:09,portuguese,1,0,1,1.0
2026-06-20 21:35:07,collected_all,405,156,561,0.7219
2026-06-20 21:35:07,steam_total,409,158,567,0.7213
2026-06-20 21:35:07,deleted_count,,,2,
2026-06-20 21:35:07,schinese,154,107,261,0.59
2026-06-20 21:35:07,english,114,11,125,0.912
2026-06-20 21:35:07,koreana,63,15,78,0.8077
2026-06-20 21:35:07,tchinese,28,19,47,0.5957
2026-06-20 21:35:07,russian,8,1,9,0.8889
2026-06-20 21:35:07,thai,7,0,7,1.0
2026-06-20 21:35:07,brazilian,5,0,5,1.0
2026-06-20 21:35:07,japanese,4,1,5,0.8
2026-06-20 21:35:07,french,4,0,4,1.0
2026-06-20 21:35:07,german,4,0,4,1.0
2026-06-20 21:35:07,latam,3,0,3,1.0
2026-06-20 21:35:07,turkish,3,0,3,1.0
2026-06-20 21:35:07,spanish,2,1,3,0.6667
2026-06-20 21:35:07,ukrainian,2,0,2,1.0
2026-06-20 21:35:07,vietnamese,0,1,1,0.0
2026-06-20 21:35:07,polish,1,0,1,1.0
2026-06-20 21:35:07,hungarian,1,0,1,1.0
2026-06-20 21:35:07,italian,1,0,1,1.0
2026-06-20 21:35:07,portuguese,1,0,1,1.0
2026-06-20 22:05:07,collected_all,414,160,574,0.7213
2026-06-20 22:05:07,steam_total,409,158,567,0.7213
2026-06-20 22:05:07,deleted_count,,,2,
2026-06-20 22:05:07,schinese,155,109,264,0.5871
2026-06-20 22:05:07,english,118,11,129,0.9147
2026-06-20 22:05:07,koreana,64,15,79,0.8101
2026-06-20 22:05:07,tchinese,28,21,49,0.5714
2026-06-20 22:05:07,russian,8,1,9,0.8889
2026-06-20 22:05:07,thai,7,0,7,1.0
2026-06-20 22:05:07,japanese,5,1,6,0.8333
2026-06-20 22:05:07,brazilian,5,0,5,1.0
2026-06-20 22:05:07,german,5,0,5,1.0
2026-06-20 22:05:07,french,4,0,4,1.0
2026-06-20 22:05:07,spanish,3,1,4,0.75
2026-06-20 22:05:07,latam,3,0,3,1.0
2026-06-20 22:05:07,turkish,3,0,3,1.0
2026-06-20 22:05:07,ukrainian,2,0,2,1.0
2026-06-20 22:05:07,vietnamese,0,1,1,0.0
2026-06-20 22:05:07,polish,1,0,1,1.0
2026-06-20 22:05:07,hungarian,1,0,1,1.0
2026-06-20 22:05:07,italian,1,0,1,1.0
2026-06-20 22:05:07,portuguese,1,0,1,1.0
2026-06-20 22:35:08,collected_all,416,158,574,0.7247
2026-06-20 22:35:08,steam_total,419,162,581,0.7212
2026-06-20 22:35:08,deleted_count,,,2,
2026-06-20 22:35:08,schinese,156,108,264,0.5909
2026-06-20 22:35:08,english,118,11,129,0.9147
2026-06-20 22:35:08,koreana,64,15,79,0.8101
2026-06-20 22:35:08,tchinese,29,20,49,0.5918
2026-06-20 22:35:08,russian,8,1,9,0.8889
2026-06-20 22:35:08,thai,7,0,7,1.0
2026-06-20 22:35:08,japanese,5,1,6,0.8333
2026-06-20 22:35:08,brazilian,5,0,5,1.0
2026-06-20 22:35:08,german,5,0,5,1.0
2026-06-20 22:35:08,french,4,0,4,1.0
2026-06-20 22:35:08,spanish,3,1,4,0.75
2026-06-20 22:35:08,latam,3,0,3,1.0
2026-06-20 22:35:08,turkish,3,0,3,1.0
2026-06-20 22:35:08,ukrainian,2,0,2,1.0
2026-06-20 22:35:08,vietnamese,0,1,1,0.0
2026-06-20 22:35:08,polish,1,0,1,1.0
2026-06-20 22:35:08,hungarian,1,0,1,1.0
2026-06-20 22:35:08,italian,1,0,1,1.0
2026-06-20 22:35:08,portuguese,1,0,1,1.0
2026-06-20 23:05:08,collected_all,418,164,582,0.7182
2026-06-20 23:05:08,steam_total,419,162,581,0.7212
2026-06-20 23:05:08,deleted_count,,,3,
2026-06-20 23:05:08,schinese,157,111,268,0.5858
2026-06-20 23:05:08,english,118,13,131,0.9008
2026-06-20 23:05:08,koreana,65,16,81,0.8025
2026-06-20 23:05:08,tchinese,29,20,49,0.5918
2026-06-20 23:05:08,russian,8,1,9,0.8889
2026-06-20 23:05:08,thai,7,0,7,1.0
2026-06-20 23:05:08,japanese,5,1,6,0.8333
2026-06-20 23:05:08,brazilian,5,0,5,1.0
2026-06-20 23:05:08,german,5,0,5,1.0
2026-06-20 23:05:08,french,4,0,4,1.0
2026-06-20 23:05:08,spanish,3,1,4,0.75
2026-06-20 23:05:08,latam,3,0,3,1.0
2026-06-20 23:05:08,turkish,3,0,3,1.0
2026-06-20 23:05:08,ukrainian,2,0,2,1.0
2026-06-20 23:05:08,vietnamese,0,1,1,0.0
2026-06-20 23:05:08,polish,1,0,1,1.0
2026-06-20 23:05:08,hungarian,1,0,1,1.0
2026-06-20 23:05:08,italian,1,0,1,1.0
2026-06-20 23:05:08,portuguese,1,0,1,1.0
2026-06-20 23:35:07,collected_all,418,164,582,0.7182
2026-06-20 23:35:07,steam_total,421,164,585,0.7197
2026-06-20 23:35:07,deleted_count,,,3,
2026-06-20 23:35:07,schinese,157,111,268,0.5858
2026-06-20 23:35:07,english,118,13,131,0.9008
2026-06-20 23:35:07,koreana,65,16,81,0.8025
2026-06-20 23:35:07,tchinese,29,20,49,0.5918
2026-06-20 23:35:07,russian,8,1,9,0.8889
2026-06-20 23:35:07,thai,7,0,7,1.0
2026-06-20 23:35:07,japanese,5,1,6,0.8333
2026-06-20 23:35:07,brazilian,5,0,5,1.0
2026-06-20 23:35:07,german,5,0,5,1.0
2026-06-20 23:35:07,french,4,0,4,1.0
2026-06-20 23:35:07,spanish,3,1,4,0.75
2026-06-20 23:35:07,latam,3,0,3,1.0
2026-06-20 23:35:07,turkish,3,0,3,1.0
2026-06-20 23:35:07,ukrainian,2,0,2,1.0
2026-06-20 23:35:07,vietnamese,0,1,1,0.0
2026-06-20 23:35:07,polish,1,0,1,1.0
2026-06-20 23:35:07,hungarian,1,0,1,1.0
2026-06-20 23:35:07,italian,1,0,1,1.0
2026-06-20 23:35:07,portuguese,1,0,1,1.0
2026-06-21 00:05:09,collected_all,425,165,590,0.7203
2026-06-21 00:05:09,steam_total,421,164,585,0.7197
2026-06-21 00:05:09,deleted_count,,,3,
2026-06-21 00:05:09,schinese,159,111,270,0.5889
2026-06-21 00:05:09,english,119,13,132,0.9015
2026-06-21 00:05:09,koreana,65,16,81,0.8025
2026-06-21 00:05:09,tchinese,30,20,50,0.6
2026-06-21 00:05:09,russian,9,1,10,0.9
2026-06-21 00:05:09,japanese,7,2,9,0.7778
2026-06-21 00:05:09,thai,7,0,7,1.0
2026-06-21 00:05:09,brazilian,5,0,5,1.0
2026-06-21 00:05:09,german,5,0,5,1.0
2026-06-21 00:05:09,french,4,0,4,1.0
2026-06-21 00:05:09,spanish,3,1,4,0.75
2026-06-21 00:05:09,latam,3,0,3,1.0
2026-06-21 00:05:09,turkish,3,0,3,1.0
2026-06-21 00:05:09,ukrainian,2,0,2,1.0
2026-06-21 00:05:09,vietnamese,0,1,1,0.0
2026-06-21 00:05:09,polish,1,0,1,1.0
2026-06-21 00:05:09,hungarian,1,0,1,1.0
2026-06-21 00:05:09,italian,1,0,1,1.0
2026-06-21 00:05:09,portuguese,1,0,1,1.0
2026-06-21 00:35:07,collected_all,425,165,590,0.7203
2026-06-21 00:35:07,steam_total,431,167,598,0.7207
2026-06-21 00:35:07,deleted_count,,,3,
2026-06-21 00:35:07,schinese,159,111,270,0.5889
2026-06-21 00:35:07,english,119,13,132,0.9015
2026-06-21 00:35:07,koreana,65,16,81,0.8025
2026-06-21 00:35:07,tchinese,30,20,50,0.6
2026-06-21 00:35:07,russian,9,1,10,0.9
2026-06-21 00:35:07,japanese,7,2,9,0.7778
2026-06-21 00:35:07,thai,7,0,7,1.0
2026-06-21 00:35:07,brazilian,5,0,5,1.0
2026-06-21 00:35:07,german,5,0,5,1.0
2026-06-21 00:35:07,french,4,0,4,1.0
2026-06-21 00:35:07,spanish,3,1,4,0.75
2026-06-21 00:35:07,latam,3,0,3,1.0
2026-06-21 00:35:07,turkish,3,0,3,1.0
2026-06-21 00:35:07,ukrainian,2,0,2,1.0
2026-06-21 00:35:07,vietnamese,0,1,1,0.0
2026-06-21 00:35:07,polish,1,0,1,1.0
2026-06-21 00:35:07,hungarian,1,0,1,1.0
2026-06-21 00:35:07,italian,1,0,1,1.0
2026-06-21 00:35:07,portuguese,1,0,1,1.0
2026-06-21 01:05:08,collected_all,436,167,603,0.7231
2026-06-21 01:05:08,steam_total,431,167,598,0.7207
2026-06-21 01:05:08,deleted_count,,,3,
2026-06-21 01:05:08,schinese,165,113,278,0.5935
2026-06-21 01:05:08,english,123,13,136,0.9044
2026-06-21 01:05:08,koreana,65,16,81,0.8025
2026-06-21 01:05:08,tchinese,31,20,51,0.6078
2026-06-21 01:05:08,russian,9,1,10,0.9
2026-06-21 01:05:08,japanese,7,2,9,0.7778
2026-06-21 01:05:08,thai,7,0,7,1.0
2026-06-21 01:05:08,brazilian,5,0,5,1.0
2026-06-21 01:05:08,german,5,0,5,1.0
2026-06-21 01:05:08,french,4,0,4,1.0
2026-06-21 01:05:08,spanish,3,1,4,0.75
2026-06-21 01:05:08,latam,3,0,3,1.0
2026-06-21 01:05:08,turkish,3,0,3,1.0
2026-06-21 01:05:08,ukrainian,2,0,2,1.0
2026-06-21 01:05:08,vietnamese,0,1,1,0.0
2026-06-21 01:05:08,polish,1,0,1,1.0
2026-06-21 01:05:08,hungarian,1,0,1,1.0
2026-06-21 01:05:08,italian,1,0,1,1.0
2026-06-21 01:05:08,portuguese,1,0,1,1.0
2026-06-21 01:35:07,collected_all,436,167,603,0.7231
2026-06-21 01:35:07,steam_total,443,168,611,0.725
2026-06-21 01:35:07,deleted_count,,,3,
2026-06-21 01:35:07,schinese,165,113,278,0.5935
2026-06-21 01:35:07,english,123,13,136,0.9044
2026-06-21 01:35:07,koreana,65,16,81,0.8025
2026-06-21 01:35:07,tchinese,31,20,51,0.6078
2026-06-21 01:35:07,russian,9,1,10,0.9
2026-06-21 01:35:07,japanese,7,2,9,0.7778
2026-06-21 01:35:07,thai,7,0,7,1.0
2026-06-21 01:35:07,brazilian,5,0,5,1.0
2026-06-21 01:35:07,german,5,0,5,1.0
2026-06-21 01:35:07,french,4,0,4,1.0
2026-06-21 01:35:07,spanish,3,1,4,0.75
2026-06-21 01:35:07,latam,3,0,3,1.0
2026-06-21 01:35:07,turkish,3,0,3,1.0
2026-06-21 01:35:07,ukrainian,2,0,2,1.0
2026-06-21 01:35:07,vietnamese,0,1,1,0.0
2026-06-21 01:35:07,polish,1,0,1,1.0
2026-06-21 01:35:07,hungarian,1,0,1,1.0
2026-06-21 01:35:07,italian,1,0,1,1.0
2026-06-21 01:35:07,portuguese,1,0,1,1.0
2026-06-21 02:05:08,collected_all,444,169,613,0.7243
2026-06-21 02:05:08,steam_total,443,168,611,0.725
2026-06-21 02:05:08,deleted_count,,,3,
2026-06-21 02:05:08,schinese,166,113,279,0.595
2026-06-21 02:05:08,english,127,14,141,0.9007
2026-06-21 02:05:08,koreana,67,17,84,0.7976
2026-06-21 02:05:08,tchinese,32,20,52,0.6154
2026-06-21 02:05:08,russian,9,1,10,0.9
2026-06-21 02:05:08,japanese,7,2,9,0.7778
2026-06-21 02:05:08,thai,7,0,7,1.0
2026-06-21 02:05:08,brazilian,5,0,5,1.0
2026-06-21 02:05:08,german,5,0,5,1.0
2026-06-21 02:05:08,french,4,0,4,1.0
2026-06-21 02:05:08,spanish,3,1,4,0.75
2026-06-21 02:05:08,latam,3,0,3,1.0
2026-06-21 02:05:08,turkish,3,0,3,1.0
2026-06-21 02:05:08,ukrainian,2,0,2,1.0
2026-06-21 02:05:08,vietnamese,0,1,1,0.0
2026-06-21 02:05:08,polish,1,0,1,1.0
2026-06-21 02:05:08,hungarian,1,0,1,1.0
2026-06-21 02:05:08,italian,1,0,1,1.0
2026-06-21 02:05:08,portuguese,1,0,1,1.0
2026-06-21 02:35:09,collected_all,444,169,613,0.7243
2026-06-21 02:35:09,steam_total,447,174,621,0.7198
2026-06-21 02:35:09,deleted_count,,,3,
2026-06-21 02:35:09,schinese,166,113,279,0.595
2026-06-21 02:35:09,english,127,14,141,0.9007
2026-06-21 02:35:09,koreana,67,17,84,0.7976
2026-06-21 02:35:09,tchinese,32,20,52,0.6154
2026-06-21 02:35:09,russian,9,1,10,0.9
2026-06-21 02:35:09,japanese,7,2,9,0.7778
2026-06-21 02:35:09,thai,7,0,7,1.0
2026-06-21 02:35:09,brazilian,5,0,5,1.0
2026-06-21 02:35:09,german,5,0,5,1.0
2026-06-21 02:35:09,french,4,0,4,1.0
2026-06-21 02:35:09,spanish,3,1,4,0.75
2026-06-21 02:35:09,latam,3,0,3,1.0
2026-06-21 02:35:09,turkish,3,0,3,1.0
2026-06-21 02:35:09,ukrainian,2,0,2,1.0
2026-06-21 02:35:09,vietnamese,0,1,1,0.0
2026-06-21 02:35:09,polish,1,0,1,1.0
2026-06-21 02:35:09,hungarian,1,0,1,1.0
2026-06-21 02:35:09,italian,1,0,1,1.0
2026-06-21 02:35:09,portuguese,1,0,1,1.0
2026-06-21 03:05:08,collected_all,446,179,625,0.7136
2026-06-21 03:05:08,steam_total,447,174,621,0.7198
2026-06-21 03:05:08,deleted_count,,,4,
2026-06-21 03:05:08,schinese,165,120,285,0.5789
2026-06-21 03:05:08,english,127,17,144,0.8819
2026-06-21 03:05:08,koreana,67,17,84,0.7976
2026-06-21 03:05:08,tchinese,32,20,52,0.6154
2026-06-21 03:05:08,russian,9,1,10,0.9
2026-06-21 03:05:08,japanese,8,2,10,0.8
2026-06-21 03:05:08,thai,8,0,8,1.0
2026-06-21 03:05:08,german,6,0,6,1.0
2026-06-21 03:05:08,brazilian,5,0,5,1.0
2026-06-21 03:05:08,french,4,0,4,1.0
2026-06-21 03:05:08,spanish,3,1,4,0.75
2026-06-21 03:05:08,latam,3,0,3,1.0
2026-06-21 03:05:08,turkish,3,0,3,1.0
2026-06-21 03:05:08,ukrainian,2,0,2,1.0
2026-06-21 03:05:08,vietnamese,0,1,1,0.0
2026-06-21 03:05:08,polish,1,0,1,1.0
2026-06-21 03:05:08,hungarian,1,0,1,1.0
2026-06-21 03:05:08,italian,1,0,1,1.0
2026-06-21 03:05:08,portuguese,1,0,1,1.0
2026-06-21 03:35:08,collected_all,448,177,625,0.7168
2026-06-21 03:35:08,steam_total,449,179,628,0.715
2026-06-21 03:35:08,deleted_count,,,4,
2026-06-21 03:35:08,schinese,167,117,284,0.588
2026-06-21 03:35:08,english,127,17,144,0.8819
2026-06-21 03:35:08,koreana,67,18,85,0.7882
2026-06-21 03:35:08,tchinese,32,20,52,0.6154
2026-06-21 03:35:08,russian,9,1,10,0.9
2026-06-21 03:35:08,japanese,8,2,10,0.8
2026-06-21 03:35:08,thai,8,0,8,1.0
2026-06-21 03:35:08,german,6,0,6,1.0
2026-06-21 03:35:08,brazilian,5,0,5,1.0
2026-06-21 03:35:08,french,4,0,4,1.0
2026-06-21 03:35:08,spanish,3,1,4,0.75
2026-06-21 03:35:08,latam,3,0,3,1.0
2026-06-21 03:35:08,turkish,3,0,3,1.0
2026-06-21 03:35:08,ukrainian,2,0,2,1.0
